Servide Code,Service Name en,Service Name ar,Net Price,start date for Net Price
1245,PHILADELPHIA CHROMOSOME BY PCR (BONE MARROW),PHILADELPHIA CHROMOSOME BY PCR (BONE MARROW),2670.25,4/17/24
1246,PHILADELPHIA CHROMOSOME BY PCR (PERIPH. BLOOD),PHILADELPHIA CHROMOSOME BY PCR (PERIPH. BLOOD),2670.25,4/17/24
1247,"PHOSPHORUS , URINE","PHOSPHORUS , URINE",192.5,4/17/24
1248,PHOSPHORUS IN SERUM,PHOSPHORUS IN SERUM,192.5,4/17/24
1249,PLASMA VISCOSITY,PLASMA VISCOSITY,330,4/17/24
1250,PLASMINOGEN LEVEL,PLASMINOGEN LEVEL,1622.5,4/17/24
1251,PLATELET AGGREGATION TO ADP,PLATELET AGGREGATION TO ADP,1012,4/17/24
1252,PLATELET AGGREGATION TO COLLAGEN,PLATELET AGGREGATION TO COLLAGEN,1322.75,4/17/24
1253,PLATELET AGGREGATION TO RISTOCETIN,PLATELET AGGREGATION TO RISTOCETIN,1012,4/17/24
1254,PLATELET COUNT,PLATELET COUNT,192.5,4/17/24
1255,PLATELET SEPARATION ,PLATELET SEPARATION ,808.5,4/17/24
1256,PLEURAL FLUID C/S,PLEURAL FLUID C/S,495,4/17/24
1257,"POTASSIUM ,URINE","POTASSIUM ,URINE",200.75,4/17/24
1258,POTASSIUM IN SERUM,POTASSIUM IN SERUM,217.25,4/17/24
1259,PREOPERATIVE PACKAGE,PREOPERATIVE PACKAGE,618.75,4/17/24
1260,PROCALCITONIN,PROCALCITONIN,1608.75,4/17/24
1261,PROCOLLAGEN III,PROCOLLAGEN III,2301.75,4/17/24
1262,PROGESTRON RECEPTORS,PROGESTRON RECEPTORS,1372.25,4/17/24
1263,PROGESTRONE,PROGESTRONE,266.75,4/17/24
1264,PRO-INSULIN,PRO-INSULIN,3663,4/17/24
1265,PROLACTIN,PROLACTIN,244.75,4/17/24
1266,PROPHYRINS SCREEN,PROPHYRINS SCREEN,393.25,4/17/24
1267,PROSTATIC DISCHARGE EXAMINATION,PROSTATIC DISCHARGE EXAMINATION,396,4/17/24
1268,PROTEIN C ACTIVITY,PROTEIN C ACTIVITY,808.5,4/17/24
1269,PROTEIN ELECTROPHORESIS,PROTEIN ELECTROPHORESIS,407,4/17/24
1270,PROTEIN ELECTROPHORESIS,PROTEIN ELECTROPHORESIS,407,4/17/24
1271,PROTEIN IN CSF,PROTEIN IN CSF,192.5,4/17/24
1272,PROTEIN S ACTIVITY,PROTEIN S ACTIVITY,896.5,4/17/24
1273,PROTHROMBIN MUTATION GENE,PROTHROMBIN MUTATION GENE,3118.5,4/17/24
1274,PROTIEN IN 24 HRS URINE,PROTIEN IN 24 HRS URINE,220,4/17/24
1275,PSA FREE,PSA FREE,437.25,4/17/24
1276,PSA TOTAL,PSA TOTAL,407,4/17/24
1277,PSA TOTAL & FREE,PSA TOTAL & FREE,720.5,4/17/24
1278,PT,PT,217.25,4/17/24
1279,PTT,PTT,253,4/17/24
1280,PUS C/S,PUS C/S,266.75,4/17/24
1281,PYRUVATE,PYRUVATE,1199,4/17/24
1282,RAPID PLASMA REAGIN (RPR),RAPID PLASMA REAGIN (RPR),250.25,4/17/24
1283,RARA - T ( 15;17) FISH,RARA - T ( 15;17) FISH,3509,4/17/24
1284,RARA - T ( 15;17) PCR,RARA - T ( 15;17) PCR,3041.5,4/17/24
1285,RBS (GLUCOSE RANDOM),RBS (GLUCOSE RANDOM),110,4/17/24
1286,RED CELL MORPHOLOGY IN URINE,RED CELL MORPHOLOGY IN URINE,616,4/17/24
1287,REDUCING SUBSTANCE IN URINE,REDUCING SUBSTANCE IN URINE,266.75,4/17/24
1288,REDUCING SUGAR IN STOOL,REDUCING SUGAR IN STOOL,74.25,4/17/24
1289,RENIN LEVEL ( PLASMA RENIN ACTIVITY),RENIN LEVEL ( PLASMA RENIN ACTIVITY),2598.75,4/17/24
1290,RETICULOCYTE COUNT,RETICULOCYTE COUNT,143,4/17/24
1291,RH GENOTYPING,RH GENOTYPING,319,4/17/24
1292,RH GROUP,RH GROUP,132,4/17/24
1293,RHEUMATOID FACTOR (QUANTITATIVE),RHEUMATOID FACTOR (QUANTITATIVE),330,4/17/24
1294,RIBA FOR HCV,RIBA FOR HCV,2076.25,4/17/24
1295,RISTOCETIN INDUCED PLATELET AGGREGATION (RIPA),RISTOCETIN INDUCED PLATELET AGGREGATION (RIPA),1592.25,4/17/24
1296,RO(SS-A),RO(SS-A),437.25,4/17/24
1297,ROSE WALLER TEST,ROSE WALLER TEST,294.25,4/17/24
1298,ROTAVIRUS ANTIGEN,ROTAVIRUS ANTIGEN,407,4/17/24
1299,RUBELLA (IGG),RUBELLA (IGG),495,4/17/24
1300,RUBELLA (IGM),RUBELLA (IGM),495,4/17/24
1301,SCD25 (SOLUBLE CD25),SCD25 (SOLUBLE CD25),3184.5,4/17/24
1302,SCHEBO TEST (M2-PK FECAL TUMOR),SCHEBO TEST (M2-PK FECAL TUMOR),2321,4/17/24
1303,SEMEN CULTURE & SENSITIVITY,SEMEN CULTURE & SENSITIVITY,330,4/17/24
1304,SEMEN EXAMINATION,SEMEN EXAMINATION,220,4/17/24
1305,SEMEN PEROXIDASE,SEMEN PEROXIDASE,393.25,4/17/24
1306,SEMEN PROCESSING,SEMEN PROCESSING,616,4/17/24
1307,"SERUM ,CATECHOLAMINES","SERUM ,CATECHOLAMINES",2340.25,4/17/24
1308,SERUM ERYTHROPOITEN,SERUM ERYTHROPOITEN,2788.5,4/17/24
1309,SEROTONIN 5HT,SEROTONIN 5HT,1581.25,4/17/24
1310,SERUM URIC ACID,SERUM URIC ACID,200.75,4/17/24
1311,SEX HORMONE BINDING GLOBULIN,SEX HORMONE BINDING GLOBULIN,1903,4/17/24
1312,SIROLIMUS,SIROLIMUS,1523.5,4/17/24
1313,SMALL BIOPSY,SMALL BIOPSY,1234.75,4/17/24
1314,SMOOTH MUSCLE ANTIBODY (SMA) BY IF,SMOOTH MUSCLE ANTIBODY (SMA) BY IF,393.25,4/17/24
1315,SMOOTH MUSCLE ANTIBODY (SMA) TITER,SMOOTH MUSCLE ANTIBODY (SMA) TITER,885.5,4/17/24
1316,"SODIUM ,URINE","SODIUM ,URINE",200.75,4/17/24
1317,SODIUM IN SERUM,SODIUM IN SERUM,217.25,4/17/24
1318,SPUTUM C/S,SPUTUM C/S,330,4/17/24
1319,SPUTUM FILM FOR AFB (3 SAMPLES),SPUTUM FILM FOR AFB (3 SAMPLES),616,4/17/24
1320,SPUTUM FOR MACROPHAGE HAMOSIDERIN LEVEL,SPUTUM FOR MACROPHAGE HAMOSIDERIN LEVEL,649,4/17/24
1321,STONE ANALYSIS,STONE ANALYSIS,305.25,4/17/24
1322,STOOL & C/S,STOOL & C/S,330,4/17/24
1323,STOOL EXAMINATION,STOOL EXAMINATION,140.25,4/17/24
1324,STOOL FOR VERMICULARIS,STOOL FOR VERMICULARIS,140.25,4/17/24
1325,SWAB CULTURE,SWAB CULTURE,330,4/17/24
1326,T CD4/CD8,T CD4/CD8,1636.25,4/17/24
1327,T3 TOTAL,T3 TOTAL,244.75,4/17/24
1328,T3 UPTAKE,T3 UPTAKE,321.75,4/17/24
1329,T4TOTAL,T4TOTAL,244.75,4/17/24
1330,"TACROLIMUS (FK506,PROGRAF)","TACROLIMUS (FK506,PROGRAF)",1430,4/17/24
1331,TB - DNA BY PCR ( SPUTUM 3 SAMPLES),TB - DNA BY PCR ( SPUTUM 3 SAMPLES),1930.5,4/17/24
1332,TB BY PCR,TB BY PCR,1897.5,4/17/24
1333,TB BY QUANTIFERON,TB BY QUANTIFERON,2890.25,4/17/24
1334,TB CULTURE (BACTEC),TB CULTURE (BACTEC),1064.25,4/17/24
1335,TB CULTURE (BIOLOGICAL FLUIDS),TB CULTURE (BIOLOGICAL FLUIDS),563.75,4/17/24
1336,TESTOSTERONE TOTAL,TESTOSTERONE TOTAL,294.25,4/17/24
1337,THROAT SWAB C/S,THROAT SWAB C/S,330,4/17/24
1338,THROMBIN TIME,THROMBIN TIME,319,4/17/24
1339,THROMBOPHILIA MUTATION GENE,THROMBOPHILIA MUTATION GENE,3693.25,4/17/24
1340,THYROGLOBULIN,THYROGLOBULIN,1388.75,4/17/24
1341,THYROGLOBULIN IN SERUM,THYROGLOBULIN IN SERUM,1311.75,4/17/24
1342,THYROID AUTOANTIBODIES,THYROID AUTOANTIBODIES,547.25,4/17/24
1343,THYROID BINDING GLOBULIN (TBG),THYROID BINDING GLOBULIN (TBG),2321,4/17/24
1344,"THYROID HORMONES(FT3,FT4,TSH)","THYROID HORMONES(FT3,FT4,TSH)",616,4/17/24
1345,TIBC,TIBC,266.75,4/17/24
1346,TLC,TLC,143,4/17/24
1347,TORCH IGG,TORCH IGG,2021.25,4/17/24
1348,TORCH IGM,TORCH IGM,2021.25,4/17/24
1349,TOTAL PROTREINS IN SERUM,TOTAL PROTREINS IN SERUM,192.5,4/17/24
1350,TOXOPLASMA IGG,TOXOPLASMA IGG,352,4/17/24
1351,TOXOPLASMA IGG IN CSF,TOXOPLASMA IGG IN CSF,330,4/17/24
1352,TOXOPLASMA IGM,TOXOPLASMA IGM,352,4/17/24
1353,TOXOPLASMA IGM IN CSF,TOXOPLASMA IGM IN CSF,330,4/17/24
1354,TPHA,TPHA,266.75,4/17/24
1355,TPHA (TREPONEMA PALLIDUM ABS),TPHA (TREPONEMA PALLIDUM ABS),266.75,4/17/24
1356,TRAMADOL IN URINE,TRAMADOL IN URINE,470.25,4/17/24
1357,TRANSFERRIN,TRANSFERRIN,396,4/17/24
1358,TRANSFERRIN SATURATION,TRANSFERRIN SATURATION,396,4/17/24
1359,TRIGLYCERIDES IN SERUM,TRIGLYCERIDES IN SERUM,200.75,4/17/24
1360,"TRIPLE TEST(E3, B-HCG, AFP)","TRIPLE TEST(E3, B-HCG, AFP)",1897.5,4/17/24
1361,TROPONIN I (QUANTITATIVE),TROPONIN I (QUANTITATIVE),550,4/17/24
1362,TSH,TSH,338.25,4/17/24
1363,TUBERCULIN TEST,TUBERCULIN TEST,294.25,4/17/24
1364,UREA BREATH TEST (UBT),UREA BREATH TEST (UBT),1430,4/17/24
1365,UREA IN SERUM,UREA IN SERUM,200.75,4/17/24
1366,URIC ACID IN 24 HR URINE,URIC ACID IN 24 HR URINE,200.75,4/17/24
1367,URINE 24 HRS CALCIUM,URINE 24 HRS CALCIUM,244.75,4/17/24
1368,URINE C/S,URINE C/S,330,4/17/24
1369,URINE EXAMINATION,URINE EXAMINATION,184.25,4/17/24
1370,URINE FOR GLUCOSE & ACETONE,URINE FOR GLUCOSE & ACETONE,101.75,4/17/24
1371,URINE POTASSIUM /24 HOURS,URINE POTASSIUM /24 HOURS,200.75,4/17/24
1372,URINE SODIUM /24 HOURS,URINE SODIUM /24 HOURS,200.75,4/17/24
1373,URINE SPECIFIC GRAVITY,URINE SPECIFIC GRAVITY,99,4/17/24
1374,UROBILINOGEN,UROBILINOGEN,101.75,4/17/24
1375,VAGINAL SWAB C/S,VAGINAL SWAB C/S,330,4/17/24
1376,VANILLYL MANDELIC ACID IN UINE (VMA),VANILLYL MANDELIC ACID IN UINE (VMA),453.75,4/17/24
1377,VDRL,VDRL,266.75,4/17/24
1378,VERY LONG CHAIN FATTY ACIDS,VERY LONG CHAIN FATTY ACIDS,3058,4/17/24
1379,VITAMIN B12 (CYANOCOBALAMIN),VITAMIN B12 (CYANOCOBALAMIN),913,4/17/24
1380,VITAMIN B2,VITAMIN B2,3382.5,4/17/24
1381,VITAMIN B6 (PYRIDOXAL PHOSPATE),VITAMIN B6 (PYRIDOXAL PHOSPATE),2964.5,4/17/24
1382,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),2585,4/17/24
1383,VITAMINE A (RETINOL),VITAMINE A (RETINOL),2964.5,4/17/24
1384,VITAMINE E,VITAMINE E,1930.5,4/17/24
1385,VLDL,VLDL,266.75,4/17/24
1386,VON WILLBRAND ACTIVITY,VON WILLBRAND ACTIVITY,1991,4/17/24
1387,VON WILLEBRAND FACTOR,VON WILLEBRAND FACTOR,2975.5,4/17/24
1388,WATER BIOLOGICAL C/S,WATER BIOLOGICAL C/S,775.5,4/17/24
1389,WBCS COUNT:TOTAL & DIFFERENTIAL,WBCS COUNT:TOTAL & DIFFERENTIAL,319,4/17/24
1390,WHOLE ORGAN,WHOLE ORGAN,2788.5,4/17/24
1391,WIDAL TEST,WIDAL TEST,294.25,4/17/24
1392,WOUND SWAB C/S,WOUND SWAB C/S,330,4/17/24
1393,ZINC IN SERUM,ZINC IN SERUM,508.75,4/17/24
1394,ZINC IN URINE,ZINC IN URINE,470.25,4/17/24
1395, HYPEREOSINOPHILIC SYNDROME (PDGFRB / ETV6 T(5;12)) FISH, HYPEREOSINOPHILIC SYNDROME (PDGFRB / ETV6 T(5;12)) FISH,8519.5,4/17/24
1396,ADAMTS 13 ,ADAMTS 13 ,3663,4/17/24
1397,ALCOHOL IN SALIVA,ALCOHOL IN SALIVA,115.5,4/17/24
1398,ALDOLASE,ALDOLASE,676.5,4/17/24
1399,ALMOND-FOODS ALLERGEN,ALMOND-FOODS ALLERGEN,682,4/17/24
1400,ALPHA -1 MICROGLOBULIN,ALPHA -1 MICROGLOBULIN,555.5,4/17/24
1401,ALTERNARIA TENUIS MOLD ALLERGEN,ALTERNARIA TENUIS MOLD ALLERGEN,682,4/17/24
1402,AMYLASE IN URINE,AMYLASE IN URINE,261.25,4/17/24
1403,ANIMAL ALLERGEN,ANIMAL ALLERGEN,1650,4/17/24
1404,ANION GAP,ANION GAP,643.5,4/17/24
1405,ANTI CHOLINEESTRASE RECEPTOR ANTIBODIES,ANTI CHOLINEESTRASE RECEPTOR ANTIBODIES,5285.5,4/17/24
1406,ANTI FACTOR XA  ASSAY,ANTI FACTOR XA  ASSAY,2224.75,4/17/24
1407,ANTI HISTONES AB,ANTI HISTONES AB,660,4/17/24
1408,ANTI NEURONAL AB,ANTI NEURONAL AB,2271.5,4/17/24
1409,ANTI NMDA RECEPTOR,ANTI NMDA RECEPTOR,6176.5,4/17/24
1410,ANTI RETICULIN AB,ANTI RETICULIN AB,1328.25,4/17/24
1411,ANTI RH AB TITER,ANTI RH AB TITER,261.25,4/17/24
1412,Anti-Desmoglein 1 IgG,Anti-Desmoglein 1 IgG,1581.25,4/17/24
1413,Anti-Desmoglein 3 IgG,Anti-Desmoglein 3 IgG,1581.25,4/17/24
1414,APPLE - FRUITS ALLERGEN,APPLE - FRUITS ALLERGEN,682,4/17/24
1415,APRICOT - FRUITS ALLERGEN,APRICOT - FRUITS ALLERGEN,682,4/17/24
1416,ASCA (ANTI-SACCHAROMYCES CEREVISIAE ANTIBODIES) – IGG,ASCA (ANTI-SACCHAROMYCES CEREVISIAE ANTIBODIES) – IGG,728.75,4/17/24
1417,ASPERGILLUS FUMIGATUS MOLD ALLERGEN,ASPERGILLUS FUMIGATUS MOLD ALLERGEN,682,4/17/24
1418,BANANA - FRUITS ALLERGEN,BANANA - FRUITS ALLERGEN,682,4/17/24
1419,BARLEY - FOODS ALLERGEN,BARLEY - FOODS ALLERGEN,682,4/17/24
1420,BCL6 (B-CELL LYMPHOMA 6 PROTEIN),BCL6 (B-CELL LYMPHOMA 6 PROTEIN),1441,4/17/24
1421,BCR – ABL,BCR – ABL,2436.5,4/17/24
1422,BETA - GLUCAN -(1-3)- B-D-GLUCAN,BETA - GLUCAN -(1-3)- B-D-GLUCAN,1889.25,4/17/24
1423,Beta Catininine,Beta Catininine,1031.25,4/17/24
1424,Beta Catininine investigation,Beta Catininine investigation,1135.75,4/17/24
1425,BICARBONATE IN SERUM,BICARBONATE IN SERUM,407,4/17/24
1426,BILE ACIDS IN SERUM TEST,BILE ACIDS IN SERUM TEST,448.25,4/17/24
1427,BILHARZIAL ANTIGEN IN URINE,BILHARZIAL ANTIGEN IN URINE,393.25,4/17/24
1428,BILIRUBIN IN URINE,BILIRUBIN IN URINE,99,4/17/24
1429,BLUE MUSSEL-SEA FOODS ALLERGEN,BLUE MUSSEL-SEA FOODS ALLERGEN,682,4/17/24
1430,BONE ALKALINE PHOSPHATASE,BONE ALKALINE PHOSPHATASE,508.75,4/17/24
1431,BORRELIA ANTIBODIES  IGM FOR SCREENING,BORRELIA ANTIBODIES  IGM FOR SCREENING,1047.75,4/17/24
1432,BORRELIA ANTIBODIES IGG FOR SCREENING,BORRELIA ANTIBODIES IGG FOR SCREENING,1047.75,4/17/24
1433,BRAZILNUT - FOODS ALLERGEN,BRAZILNUT - FOODS ALLERGEN,682,4/17/24
1434,BRONCHOALVEOLAR LAVAGE  C& S,BRONCHOALVEOLAR LAVAGE  C& S,354.75,4/17/24
1435,C - KIT (CD117),C - KIT (CD117),1795.75,4/17/24
1436,CA 242  (CANCER ANTIGEN),CA 242  (CANCER ANTIGEN),572,4/17/24
1437,CA 72.4 (CANCER ANTIGEN),CA 72.4 (CANCER ANTIGEN),453.75,4/17/24
1438,CABBAGE VEGETABLE ALLERGEN,CABBAGE VEGETABLE ALLERGEN,682,4/17/24
1439,CACAO FOODS ALLERGEN,CACAO FOODS ALLERGEN,682,4/17/24
1440,CANARY FEATHERS ANIMAL ALLERGEN,CANARY FEATHERS ANIMAL ALLERGEN,682,4/17/24
1441,CANDIDA ALBICAUS MOLD ALLERGEN,CANDIDA ALBICAUS MOLD ALLERGEN,682,4/17/24
1442,CARROT VEGETABLE ALLERGEN,CARROT VEGETABLE ALLERGEN,682,4/17/24
1443,CASA (COMPUTARIZED ASSISTED SEMEN ANALYSIS),CASA (COMPUTARIZED ASSISTED SEMEN ANALYSIS),643.5,4/17/24
1444,CASEIN - FOODS ALLERGEN,CASEIN - FOODS ALLERGEN,682,4/17/24
1445,CASONI TEST,CASONI TEST,354.75,4/17/24
1446,CAT DANER EPITHELIUM ANIMAL ALLERGEN,CAT DANER EPITHELIUM ANIMAL ALLERGEN,682,4/17/24
1447,CD 10,CD 10,844.25,4/17/24
1448,CD 16,CD 16,420.75,4/17/24
1449,CD 19,CD 19,420.75,4/17/24
1450,CD 20,CD 20,420.75,4/17/24
1451,CD 25,CD 25,354.75,4/17/24
1452,CD 33,CD 33,354.75,4/17/24
1453,CD 34,CD 34,717.75,4/17/24
1454,CD 41,CD 41,354.75,4/17/24
1455,CD 45,CD 45,354.75,4/17/24
1456,CD 56,CD 56,354.75,4/17/24
1457,CD 61,CD 61,354.75,4/17/24
1458,CD 7,CD 7,354.75,4/17/24
1459,CERVICAL SWAB C&S (CULTURE&SENSITIVITY),CERVICAL SWAB C&S (CULTURE&SENSITIVITY),401.5,4/17/24
1460,CHEESE CHEDDAR - FOODS ALLERGEN,CHEESE CHEDDAR - FOODS ALLERGEN,682,4/17/24
1461,CHERRY - FRUITS ALLERGEN,CHERRY - FRUITS ALLERGEN,682,4/17/24
1462,CHICKEN FEATHERS ANIMAL ALLERGEN,CHICKEN FEATHERS ANIMAL ALLERGEN,682,4/17/24
1463,CHICKEN MEAT - FOODS ALLERGEN,CHICKEN MEAT - FOODS ALLERGEN,682,4/17/24
1464,CHLAMYDIA IGG,CHLAMYDIA IGG,453.75,4/17/24
1465,CHLAMYDIA IGM,CHLAMYDIA IGM,453.75,4/17/24
1466,CHOCOLATE FOODS ALLERGEN,CHOCOLATE FOODS ALLERGEN,682,4/17/24
1467,CLADOSPORIUM HERBARUM MOLD ALLERGEN,CLADOSPORIUM HERBARUM MOLD ALLERGEN,682,4/17/24
1468,"CLARITININ ,P63","CLARITININ ,P63",682,4/17/24
1469,COAGULATION FACTOR ASSAY,COAGULATION FACTOR ASSAY,643.5,4/17/24
1470,COCKROACH INSECTS ALLERGEN,COCKROACH INSECTS ALLERGEN,682,4/17/24
1471,COCONUT - FOODS ALLERGEN,COCONUT - FOODS ALLERGEN,682,4/17/24
1472,COD FISH - SEA FOODS ALLERGEN,COD FISH - SEA FOODS ALLERGEN,682,4/17/24
1473,COFFEE FOODS ALLERGEN,COFFEE FOODS ALLERGEN,682,4/17/24
1474,CONJUCTIVAL SWAB,CONJUCTIVAL SWAB,261.25,4/17/24
1475,CORONA VIRUS SWAB,CORONA VIRUS SWAB,4034.25,4/17/24
1476,COTTON SEED OCCUPATIONAL ALLERGEN,COTTON SEED OCCUPATIONAL ALLERGEN,682,4/17/24
1477,COW DANDER ANIMAL ALLERGEN,COW DANDER ANIMAL ALLERGEN,682,4/17/24
1478,CRAB - SEA FOODS ALLERGEN,CRAB - SEA FOODS ALLERGEN,682,4/17/24
1479,CRYPTOCOCCUS ( LATEX FOR FUNGI ),CRYPTOCOCCUS ( LATEX FOR FUNGI ),363,4/17/24
1480,CYCLIN D1,CYCLIN D1,583,4/17/24
1481,CYSTATIN C,CYSTATIN C,1328.25,4/17/24
1482,CYSTIC FIBROSIS GENE MUTATION,CYSTIC FIBROSIS GENE MUTATION,7477.25,4/17/24
1483,CYTOGENETIC IN BONE MARROW,CYTOGENETIC IN BONE MARROW,470.25,4/17/24
1484,DERMATOPHAGOIDS DUST ALLERGEN,DERMATOPHAGOIDS DUST ALLERGEN,682,4/17/24
1485,DERMATOPHAGOIDS FARINAE DUST ALLERGEN,DERMATOPHAGOIDS FARINAE DUST ALLERGEN,682,4/17/24
1486,DHEA (DEHYDROEPIANDROSTERONE SULFATE),DHEA (DEHYDROEPIANDROSTERONE SULFATE),448.25,4/17/24
1487,DOG DANDER ANIMAL ALLERGEN,DOG DANDER ANIMAL ALLERGEN,682,4/17/24
1488,Dopamine in serum,Dopamine in serum,913,4/17/24
1489,DRUG LEVEL,DRUG LEVEL,555.5,4/17/24
1490,DRUGS IN URINE,DRUGS IN URINE,924,4/17/24
1491,EAR DISCHARGE,EAR DISCHARGE,354.75,4/17/24
1492,EBV  AB IGM,EBV  AB IGM,453.75,4/17/24
1493,EBV AB IGG,EBV AB IGG,453.75,4/17/24
1494,EBV AB IGM,EBV AB IGM,429,4/17/24
1495,EBV PANEL BY IMMUNOFLURESCENCE,EBV PANEL BY IMMUNOFLURESCENCE,869,4/17/24
1496,EGG - FOODS ALLERGEN,EGG - FOODS ALLERGEN,682,4/17/24
1497,ENDOMYSIAL  ANTIBODY (EMA),ENDOMYSIAL  ANTIBODY (EMA),1160.5,4/17/24
1498,ENTAMOEBA HISTOLYTICA AB,ENTAMOEBA HISTOLYTICA AB,448.25,4/17/24
1499,ENTAMOEBA HISTOLYTICA AG IN STOOL,ENTAMOEBA HISTOLYTICA AG IN STOOL,605,4/17/24
1500,EXTENDED C&S FOR BORRELIA,EXTENDED C&S FOR BORRELIA,330,4/17/24
1501,FACTOR V ACTIVITY  ASSAY,FACTOR V ACTIVITY  ASSAY,734.25,4/17/24
1502,Fecal Elastase ,Fecal Elastase ,1441,4/17/24
1503,FEMALE INFERTILITY,FEMALE INFERTILITY,591.25,4/17/24
1504,FISH FOR HER2 NEO,FISH FOR HER2 NEO,3583.25,4/17/24
1505,FLIM FOR CHLAMDIA,FLIM FOR CHLAMDIA,220,4/17/24
1506,FLUID ASPIRATES,FLUID ASPIRATES,338.25,4/17/24
1507,FREE CORTISOL IN 24 HOURS URINE,FREE CORTISOL IN 24 HOURS URINE,338.25,4/17/24
1508,FREE LAMDA LIGHT CHAIN (SERUM),FREE LAMDA LIGHT CHAIN (SERUM),1685.75,4/17/24
1509,GARDIA ANTIGEN IN STOOL,GARDIA ANTIGEN IN STOOL,393.25,4/17/24
1510,GARLIC VEGETABLE ALLERGEN,GARLIC VEGETABLE ALLERGEN,682,4/17/24
1511,GLUCAGON IN BLOOD,GLUCAGON IN BLOOD,2244,4/17/24
1512,GLUCOSE TOLERENCE CURVE,GLUCOSE TOLERENCE CURVE,453.75,4/17/24
1513,GLUTEN FOODS ALLERGEN,GLUTEN FOODS ALLERGEN,682,4/17/24
1514,GOOSE FEATHERS ANIMAL ALLERGEN,GOOSE FEATHERS ANIMAL ALLERGEN,682,4/17/24
1515,GRAPE FRUIT FRUITS ALLERGEN,GRAPE FRUIT FRUITS ALLERGEN,682,4/17/24
1516,GUINEA PIG EPITHELIUM ANIMAL ALLERGEN,GUINEA PIG EPITHELIUM ANIMAL ALLERGEN,682,4/17/24
1517,H1N1 THROAT SWAB,H1N1 THROAT SWAB,1573,4/17/24
1518,HAV - AB TOTAL,HAV - AB TOTAL,508.75,4/17/24
1519,HAZELNUT - FOODS ALLERGEN,HAZELNUT - FOODS ALLERGEN,682,4/17/24
1520,HB IN URINE,HB IN URINE,115.5,4/17/24
1521,HBC ANTIBODY IGG,HBC ANTIBODY IGG,453.75,4/17/24
1522,HBME,HBME,1207.25,4/17/24
1523,HCV AB QUANTITATIVE,HCV AB QUANTITATIVE,437.25,4/17/24
1524,HCV RNA PCR IN MONONUCLEAR CELLS,HCV RNA PCR IN MONONUCLEAR CELLS,1966.25,4/17/24
1525,HCV RNA PCR TMA,HCV RNA PCR TMA,1685.75,4/17/24
1526,HDL & LDL – CHOLESTEROL,HDL & LDL – CHOLESTEROL,338.25,4/17/24
1527,HEPATITIS E IGG,HEPATITIS E IGG,643.5,4/17/24
1528,HEPATITIS E IGM,HEPATITIS E IGM,610.5,4/17/24
1529,HER 2 NEU,HER 2 NEU,1328.25,4/17/24
1530,HERPES IGG,HERPES IGG,453.75,4/17/24
1531,HERPES IGM,HERPES IGM,453.75,4/17/24
1532,HLA ABC,HLA ABC,1839.75,4/17/24
1533,HLA B 51,HLA B 51,1353,4/17/24
1534,HLA DR,HLA DR,2340.25,4/17/24
1535,HONEY BEE VENOM INSECTS ALLERGEN,HONEY BEE VENOM INSECTS ALLERGEN,682,4/17/24
1536,HORSE DANDER ANIMAL ALLERGEN,HORSE DANDER ANIMAL ALLERGEN,682,4/17/24
1537,HOUSE DUST ALLERGOPHARMA DUST ALLERGEN,HOUSE DUST ALLERGOPHARMA DUST ALLERGEN,682,4/17/24
1538,HOUSE DUST BENCARD DUST ALLERGEN,HOUSE DUST BENCARD DUST ALLERGEN,682,4/17/24
1539,HOUSE DUST GREER DUST ALLERGEN,HOUSE DUST GREER DUST ALLERGEN,682,4/17/24
1540,HOUSE DUST HOLLISTER STIER DUST ALLERGEN,HOUSE DUST HOLLISTER STIER DUST ALLERGEN,682,4/17/24
1541,"HTLV I,II ANTIBODIES","HTLV I,II ANTIBODIES",2285.25,4/17/24
1542,"HYPEREOSINOPHILIC SYNDROME (FIP1L1/PDGFRA, DEL Q12) FISH ","HYPEREOSINOPHILIC SYNDROME (FIP1L1/PDGFRA, DEL Q12) FISH ",8519.5,4/17/24
1543,IGG IMMUNOGLOBULIN,IGG IMMUNOGLOBULIN,2065.25,4/17/24
1544,IGG SUBCLASSES (IGG1),IGG SUBCLASSES (IGG1),2065.25,4/17/24
1545,IGG SUBCLASSES (IGG2),IGG SUBCLASSES (IGG2),2065.25,4/17/24
1546,IGG SUBCLASSES (IGG3),IGG SUBCLASSES (IGG3),2065.25,4/17/24
1547,IMMUNOHISTOCHEMISTRY CD 15,IMMUNOHISTOCHEMISTRY CD 15,1116.5,4/17/24
1548,IMMUNOHISTOCHEMISTRY CD 1A,IMMUNOHISTOCHEMISTRY CD 1A,1116.5,4/17/24
1549,IMMUNOHISTOCHEMISTRY CD 20,IMMUNOHISTOCHEMISTRY CD 20,1116.5,4/17/24
1550,IMMUNOHISTOCHEMISTRY CD 3,IMMUNOHISTOCHEMISTRY CD 3,1116.5,4/17/24
1551,IMMUNOHISTOCHEMISTRY CD 30,IMMUNOHISTOCHEMISTRY CD 30,1116.5,4/17/24
1552,IMMUNOHISTOCHEMISTRY CD 68,IMMUNOHISTOCHEMISTRY CD 68,717.75,4/17/24
1553,IMMUNOHISTOCHEMISTRY CD 7,IMMUNOHISTOCHEMISTRY CD 7,1116.5,4/17/24
